robot_id,task_type,algorithm,start_time,end_time,duration_min,error_occurred,energy_kwh
R0012,pick,B,2025-01-08T12:02:00,2025-01-08T12:29:22.809903,27.38,0,8.25
R0065,place,B,2025-02-16T12:58:00,2025-02-16T13:24:40.164316,26.67,1,12.62
R0083,place,A,2025-02-18T20:29:00,2025-02-18T20:58:11.496022,29.19,1,11.56
R0055,pick,B,2025-01-10T09:04:00,2025-01-10T09:35:07.313019,31.12,0,12.6
R0062,place,B,2025-01-20T23:18:00,2025-01-20T23:38:31.604386,20.53,0,12.92
R0088,pick,B,2025-01-14T06:00:00,2025-01-14T06:34:31.960588,34.53,0,10.22
R0074,pick,B,2025-01-17T14:19:00,2025-01-17T14:45:10.237730,26.17,0,10.97
R0090,move,B,2025-02-13T11:43:00,2025-02-13T12:06:29.312679,23.49,0,13.64
R0015,place,B,2025-02-15T04:39:00,2025-02-15T05:14:25.702053,35.43,0,13.15
R0002,move,A,2025-01-13T11:27:00,2025-01-13T11:48:39.595457,21.66,0,10.68
R0100,place,B,2025-01-16T08:12:00,2025-01-16T08:37:54.058718,25.9,0,10.74
R0009,move,A,2025-01-19T10:34:00,2025-01-19T11:04:49.090129,30.82,0,11.94
R0050,place,A,2025-02-15T16:19:00,2025-02-15T16:48:53.220650,29.89,0,13.98
R0025,move,A,2025-01-18T09:33:00,2025-01-18T10:05:48.851999,32.81,0,11.7
R0032,pick,A,2025-03-07T18:07:00,2025-03-07T18:40:44.142370,33.74,0,12.46
R0038,pick,B,2025-01-26T11:56:00,2025-01-26T12:27:29.157292,31.49,0,14.17
R0037,place,A,2025-01-19T03:31:00,2025-01-19T04:06:39.437339,35.66,0,9.71
R0089,move,A,2025-01-10T03:00:00,2025-01-10T03:29:40.458499,29.67,1,12.9
R0026,pick,A,2025-02-06T18:00:00,2025-02-06T18:23:23.859561,23.4,0,12.77
R0067,pick,B,2025-01-22T03:03:00,2025-01-22T03:33:02.715694,30.05,1,8.74
R0065,place,B,2025-03-08T14:34:00,2025-03-08T15:01:27.202015,27.45,0,11.9
R0021,pick,A,2025-02-15T15:55:00,2025-02-15T16:32:18.307687,37.31,0,12.0
R0100,move,B,2025-01-17T09:44:00,2025-01-17T10:06:48.178610,22.8,0,8.63
R0085,pick,A,2025-01-12T00:39:00,2025-01-12T01:06:59.377122,27.99,0,12.73
R0079,place,A,2025-02-01T19:11:00,2025-02-01T19:43:47.129388,32.79,0,9.82
R0081,place,A,2025-01-23T17:07:00,2025-01-23T17:39:08.498224,32.14,0,8.01
R0020,place,B,2025-01-03T07:33:00,2025-01-03T07:58:38.299357,25.64,0,12.01
R0064,move,B,2025-02-14T18:17:00,2025-02-14T18:50:18.343558,33.31,0,8.32
R0045,place,B,2025-01-21T00:56:00,2025-01-21T01:25:16.141886,29.27,0,10.61
R0099,pick,A,2025-01-10T13:38:00,2025-01-10T13:59:47.039676,21.78,0,9.39
R0079,pick,B,2025-02-16T10:26:00,2025-02-16T10:55:02.333391,29.04,0,14.83
R0003,move,A,2025-02-19T01:27:00,2025-02-19T01:57:08.440654,30.14,0,17.53
R0059,place,A,2025-02-22T06:27:00,2025-02-22T07:00:16.207192,33.27,0,10.49
R0022,place,B,2025-03-07T17:46:00,2025-03-07T18:17:53.536186,31.89,0,8.94
R0036,place,B,2025-01-15T22:20:00,2025-01-15T22:48:35.583073,28.59,0,11.5
R0055,pick,B,2025-01-04T19:18:00,2025-01-04T19:46:33.741142,28.56,0,8.78
R0069,move,B,2025-02-28T16:00:00,2025-02-28T16:16:52.439672,16.87,0,12.76
R0058,move,B,2025-02-11T06:44:00,2025-02-11T07:10:47.539751,26.79,1,11.91
R0038,pick,A,2025-01-07T07:33:00,2025-01-07T08:10:08.102671,37.14,0,12.74
R0095,pick,B,2025-01-03T18:47:00,2025-01-03T19:09:50.227249,22.84,0,10.77
R0069,move,B,2025-01-23T21:41:00,2025-01-23T22:08:17.876312,27.3,0,13.71
R0036,move,A,2025-01-02T10:36:00,2025-01-02T10:58:03.336024,22.06,1,12.8
R0022,place,A,2025-01-03T05:28:00,2025-01-03T05:52:56.257689,24.94,0,10.93
R0027,pick,B,2025-02-28T09:11:00,2025-02-28T09:42:23.989120,31.4,0,11.62
R0071,pick,A,2025-01-28T00:38:00,2025-01-28T01:08:01.051450,30.02,1,11.56
R0002,place,B,2025-01-31T05:12:00,2025-01-31T05:43:17.167434,31.29,0,10.46
R0028,pick,A,2025-02-02T08:34:00,2025-02-02T09:01:08.090722,27.13,0,13.82
R0064,move,A,2025-03-05T15:41:00,2025-03-05T15:58:34.300860,17.57,0,9.92
R0033,move,A,2025-01-15T11:18:00,2025-01-15T11:44:23.358235,26.39,0,13.97
R0053,place,A,2025-01-10T20:19:00,2025-01-10T20:49:46.696259,30.78,0,9.8
R0084,place,B,2025-03-04T08:40:00,2025-03-04T09:02:44.616523,22.74,0,13.23
R0029,move,B,2025-03-05T08:00:00,2025-03-05T08:22:45.405014,22.76,0,9.98
R0007,pick,A,2025-01-06T12:02:00,2025-01-06T12:29:59.962625,28.0,0,13.01
R0030,pick,B,2025-02-02T22:25:00,2025-02-02T22:50:49.543210,25.83,0,8.58
R0035,pick,A,2025-02-01T10:24:00,2025-02-01T10:56:57.515318,32.96,0,13.14
R0059,move,A,2025-03-04T02:02:00,2025-03-04T02:39:46.831331,37.78,0,12.49
R0087,move,B,2025-02-04T02:55:00,2025-02-04T03:17:35.329401,22.59,1,14.2
R0010,place,B,2025-01-28T00:12:00,2025-01-28T00:38:11.055558,26.18,1,12.84
R0083,pick,A,2025-02-25T16:15:00,2025-02-25T16:52:17.529811,37.29,0,12.16
R0071,pick,A,2025-01-02T06:40:00,2025-01-02T07:09:48.475257,29.81,0,12.5
R0076,place,A,2025-01-25T22:32:00,2025-01-25T23:04:09.103451,32.15,0,13.99
R0006,move,A,2025-02-28T20:20:00,2025-02-28T20:49:06.419901,29.11,0,12.07
R0008,move,B,2025-01-09T10:11:00,2025-01-09T10:36:41.440217,25.69,0,10.16
R0034,place,A,2025-03-02T06:26:00,2025-03-02T06:51:45.805792,25.76,0,11.1
R0004,move,B,2025-02-25T20:44:00,2025-02-25T21:07:41.588109,23.69,0,12.93
R0004,pick,A,2025-01-12T03:56:00,2025-01-12T04:29:08.217622,33.14,0,11.79
R0097,place,A,2025-01-08T04:27:00,2025-01-08T04:58:07.152052,31.12,0,10.31
R0088,pick,B,2025-01-11T10:08:00,2025-01-11T10:35:48.442786,27.81,0,13.48
R0092,place,A,2025-02-19T21:05:00,2025-02-19T21:40:30.082554,35.5,0,15.16
R0076,pick,B,2025-02-10T11:31:00,2025-02-10T12:02:52.769807,31.88,0,11.82
R0016,place,B,2025-01-29T12:06:00,2025-01-29T12:37:37.372623,31.62,0,8.93
R0058,move,A,2025-02-20T17:53:00,2025-02-20T18:26:37.191823,33.62,0,13.8
R0099,pick,B,2025-01-04T03:28:00,2025-01-04T03:55:44.084436,27.73,0,11.29
R0017,pick,B,2025-03-03T21:07:00,2025-03-03T21:33:48.216022,26.8,0,11.02
R0008,place,A,2025-02-18T06:48:00,2025-02-18T07:18:49.204787,30.82,0,12.53
R0008,pick,A,2025-02-02T05:51:00,2025-02-02T06:16:50.422253,25.84,0,10.65
R0085,pick,B,2025-01-14T13:34:00,2025-01-14T14:04:49.649112,30.83,0,11.91
R0044,place,A,2025-01-27T05:37:00,2025-01-27T06:03:12.450704,26.21,0,11.73
R0022,place,B,2025-01-17T13:02:00,2025-01-17T13:37:51.632594,35.86,0,7.08
R0090,place,A,2025-02-18T17:51:00,2025-02-18T18:08:36.438985,17.61,0,7.91
R0071,pick,B,2025-01-10T12:35:00,2025-01-10T13:12:52.944181,37.88,0,9.13
R0055,move,B,2025-03-01T13:14:00,2025-03-01T13:40:34.009914,26.57,0,12.28
R0085,move,A,2025-02-04T23:11:00,2025-02-04T23:43:21.458545,32.36,0,11.49
R0074,place,A,2025-01-16T02:36:00,2025-01-16T03:12:53.065766,36.88,0,13.53
R0045,place,B,2025-03-09T06:24:00,2025-03-09T06:49:09.233528,25.15,0,9.22
R0051,place,A,2025-01-12T06:13:00,2025-01-12T06:43:44.222845,30.74,0,13.63
R0024,place,A,2025-01-05T09:29:00,2025-01-05T10:07:52.624373,38.88,0,12.62
R0042,place,B,2025-01-25T10:19:00,2025-01-25T10:45:22.582247,26.38,0,13.74
R0092,move,A,2025-01-16T13:23:00,2025-01-16T13:58:33.769231,35.56,1,13.5
R0053,pick,A,2025-03-06T16:56:00,2025-03-06T17:20:08.191533,24.14,0,11.38
R0060,place,B,2025-01-01T04:03:00,2025-01-01T04:30:08.679143,27.14,0,12.7
R0087,place,A,2025-02-13T06:56:00,2025-02-13T07:16:59.767662,21.0,0,11.23
R0070,place,B,2025-01-22T11:49:00,2025-01-22T12:17:04.825469,28.08,0,10.75
R0083,move,A,2025-02-03T13:43:00,2025-02-03T14:21:12.681684,38.21,0,14.01
R0059,place,A,2025-02-22T23:47:00,2025-02-23T00:22:00.420873,35.01,0,11.09
R0075,place,A,2025-01-17T16:47:00,2025-01-17T17:17:52.130761,30.87,0,10.3
R0030,move,A,2025-02-10T16:47:00,2025-02-10T17:12:52.782264,25.88,0,14.03
R0031,pick,B,2025-03-09T10:11:00,2025-03-09T10:42:42.661006,31.71,0,9.37
R0078,place,A,2025-02-27T12:05:00,2025-02-27T12:35:32.403637,30.54,0,9.06
R0089,pick,B,2025-03-07T17:09:00,2025-03-07T17:39:21.491188,30.36,0,9.32
R0032,pick,B,2025-01-11T09:24:00,2025-01-11T09:52:29.942036,28.5,0,14.67
R0079,place,B,2025-02-28T02:43:00,2025-02-28T03:06:15.645680,23.26,0,11.89
R0081,place,B,2025-02-10T09:08:00,2025-02-10T09:35:50.117281,27.84,0,8.94
R0009,place,B,2025-03-04T05:23:00,2025-03-04T05:47:50.750349,24.85,0,12.07
R0060,move,A,2025-02-06T20:44:00,2025-02-06T21:12:58.650102,28.98,0,14.83
R0082,move,A,2025-01-03T14:15:00,2025-01-03T14:47:24.351467,32.41,0,10.02
R0010,place,A,2025-02-13T12:16:00,2025-02-13T12:50:20.206014,34.34,0,14.0
R0074,place,B,2025-03-04T05:54:00,2025-03-04T06:23:14.429063,29.24,0,12.33
R0096,move,B,2025-01-16T08:32:00,2025-01-16T09:01:10.702378,29.18,0,13.67
R0056,pick,A,2025-02-27T03:02:00,2025-02-27T03:37:28.604758,35.48,0,9.05
R0008,place,A,2025-02-12T03:26:00,2025-02-12T03:48:10.738530,22.18,0,11.63
R0045,pick,B,2025-02-05T22:45:00,2025-02-05T23:16:35.893022,31.6,0,13.58
R0017,pick,A,2025-03-06T20:22:00,2025-03-06T20:50:16.375373,28.27,0,11.57
R0014,pick,A,2025-01-03T02:59:00,2025-01-03T03:27:32.848974,28.55,0,11.84
R0074,move,A,2025-02-10T02:29:00,2025-02-10T02:59:47.485809,30.79,0,11.1
R0034,move,A,2025-02-03T12:48:00,2025-02-03T13:16:31.943261,28.53,0,12.77
R0066,place,A,2025-01-31T20:29:00,2025-01-31T20:52:50.231831,23.84,0,15.71
R0093,move,B,2025-01-28T03:18:00,2025-01-28T03:55:40.797734,37.68,0,12.74
R0031,place,A,2025-02-17T15:23:00,2025-02-17T15:59:48.235907,36.8,0,10.24
R0074,place,A,2025-02-06T16:52:00,2025-02-06T17:19:03.945080,27.07,0,7.48
R0043,place,A,2025-01-17T18:35:00,2025-01-17T19:05:14.456626,30.24,0,12.16
R0035,pick,B,2025-01-31T20:32:00,2025-01-31T21:01:15.093882,29.25,0,7.95
R0047,place,A,2025-01-30T09:50:00,2025-01-30T10:19:50.659339,29.84,0,12.67
R0014,pick,A,2025-03-05T05:45:00,2025-03-05T06:17:26.750590,32.45,1,10.91
R0040,pick,A,2025-02-02T21:48:00,2025-02-02T22:28:11.061652,40.18,0,11.56
R0004,move,B,2025-02-25T03:10:00,2025-02-25T03:38:40.057972,28.67,0,10.53
R0090,pick,B,2025-01-03T06:14:00,2025-01-03T06:39:36.236074,25.6,0,12.52
R0077,place,A,2025-02-23T09:45:00,2025-02-23T10:07:03.489226,22.06,0,13.44
R0082,pick,A,2025-01-20T03:17:00,2025-01-20T03:47:37.432046,30.62,1,11.66
R0039,pick,A,2025-01-06T14:11:00,2025-01-06T14:35:06.754208,24.11,0,12.08
R0036,pick,A,2025-01-03T12:47:00,2025-01-03T13:20:13.943036,33.23,0,12.33
R0066,pick,B,2025-02-12T20:44:00,2025-02-12T21:11:43.211385,27.72,0,10.72
R0097,pick,A,2025-02-19T14:32:00,2025-02-19T14:59:50.453235,27.84,0,9.77
R0056,move,A,2025-01-17T16:19:00,2025-01-17T16:52:07.787895,33.13,0,12.47
R0047,move,A,2025-02-04T13:32:00,2025-02-04T14:05:27.739302,33.46,0,11.1
R0011,move,A,2025-02-06T23:42:00,2025-02-07T00:11:09.912351,29.17,0,9.67
R0069,move,B,2025-01-12T10:42:00,2025-01-12T11:03:03.800912,21.06,0,11.39
R0046,move,B,2025-03-04T10:17:00,2025-03-04T10:35:43.746392,18.73,0,11.88
R0039,place,B,2025-01-11T22:46:00,2025-01-11T23:11:23.653368,25.39,0,15.72
R0097,pick,A,2025-02-01T01:41:00,2025-02-01T02:11:07.534225,30.13,0,13.15
R0051,place,B,2025-02-08T16:25:00,2025-02-08T16:50:01.602493,25.03,0,13.51
R0055,move,B,2025-02-18T12:09:00,2025-02-18T12:42:35.450513,33.59,0,13.13
R0003,move,A,2025-01-21T03:46:00,2025-01-21T04:25:59.926750,40.0,0,9.89
R0014,pick,B,2025-02-18T02:42:00,2025-02-18T03:12:56.317979,30.94,0,9.69
R0060,place,B,2025-03-01T09:12:00,2025-03-01T09:35:25.743054,23.43,0,11.14
R0001,place,A,2025-03-07T19:07:00,2025-03-07T19:38:12.466461,31.21,0,11.8
R0009,place,B,2025-02-06T23:34:00,2025-02-06T23:56:16.335786,22.27,1,11.34
R0083,place,A,2025-02-05T05:07:00,2025-02-05T05:36:55.358747,29.92,0,10.04
R0027,place,B,2025-01-15T18:27:00,2025-01-15T19:01:32.782375,34.55,0,14.96
R0050,place,B,2025-02-15T07:46:00,2025-02-15T08:14:35.383274,28.59,0,13.14
R0085,move,B,2025-01-04T05:03:00,2025-01-04T05:20:00.350768,17.01,0,11.19
R0081,pick,A,2025-01-05T17:22:00,2025-01-05T17:57:27.788270,35.46,0,12.04
R0052,pick,A,2025-01-17T15:15:00,2025-01-17T15:44:27.217046,29.45,0,13.34
R0005,place,A,2025-01-25T15:13:00,2025-01-25T15:54:22.272045,41.37,0,12.67
R0076,pick,A,2025-02-19T23:21:00,2025-02-19T23:51:42.443802,30.71,0,14.66
R0075,pick,B,2025-01-05T15:11:00,2025-01-05T15:41:04.198546,30.07,0,14.65
R0096,place,A,2025-01-05T03:32:00,2025-01-05T03:57:00.404793,25.01,0,10.03
R0068,pick,A,2025-02-21T12:52:00,2025-02-21T13:17:54.839679,25.91,0,13.78
R0079,pick,B,2025-02-12T08:59:00,2025-02-12T09:28:32.055453,29.53,0,10.7
R0002,place,A,2025-01-02T01:26:00,2025-01-02T01:57:44.477466,31.74,0,14.1
R0085,move,A,2025-02-08T20:16:00,2025-02-08T20:44:29.065704,28.48,1,13.51
R0021,pick,A,2025-02-17T16:27:00,2025-02-17T16:54:53.690896,27.89,0,9.0
R0042,pick,B,2025-01-09T20:05:00,2025-01-09T20:33:05.404199,28.09,0,7.99
R0026,place,B,2025-01-03T08:23:00,2025-01-03T08:49:34.185754,26.57,0,11.5
R0049,place,A,2025-01-06T21:51:00,2025-01-06T22:16:57.086008,25.95,0,13.17
R0098,pick,A,2025-01-08T03:04:00,2025-01-08T03:32:51.503375,28.86,0,13.23
R0060,place,B,2025-02-03T13:41:00,2025-02-03T14:08:56.147322,27.94,0,10.81
R0007,pick,B,2025-01-14T04:25:00,2025-01-14T04:49:23.226385,24.39,0,11.27
R0090,pick,A,2025-01-29T17:35:00,2025-01-29T18:05:47.847307,30.8,0,12.73
R0080,move,A,2025-01-23T11:06:00,2025-01-23T11:37:19.192293,31.32,0,9.43
R0024,move,B,2025-02-22T21:39:00,2025-02-22T22:11:30.494427,32.51,0,12.0
R0033,pick,A,2025-01-31T15:23:00,2025-01-31T15:53:18.236305,30.3,0,12.71
R0006,pick,B,2025-02-03T01:06:00,2025-02-03T01:36:25.903693,30.43,0,15.07
R0087,pick,A,2025-01-20T11:40:00,2025-01-20T12:07:16.132895,27.27,0,10.96
R0096,move,A,2025-02-28T19:13:00,2025-02-28T19:37:44.540630,24.74,0,8.3
R0077,move,A,2025-02-17T13:51:00,2025-02-17T14:23:07.996743,32.13,0,15.98
R0045,place,B,2025-03-02T03:51:00,2025-03-02T04:17:46.518318,26.78,0,13.67
R0040,pick,B,2025-01-19T13:36:00,2025-01-19T14:02:50.681664,26.84,0,13.56
R0096,move,A,2025-01-02T22:22:00,2025-01-02T22:53:43.480153,31.72,0,12.09
R0061,place,B,2025-02-22T08:45:00,2025-02-22T09:10:35.677551,25.59,0,11.39
R0028,place,A,2025-02-01T12:25:00,2025-02-01T12:59:20.468776,34.34,0,10.69
R0097,place,A,2025-01-29T06:31:00,2025-01-29T07:00:41.093107,29.68,0,12.43
R0069,move,B,2025-01-08T16:47:00,2025-01-08T17:18:44.516520,31.74,0,11.44
R0007,place,A,2025-03-07T03:50:00,2025-03-07T04:18:45.707361,28.76,0,12.56
R0007,place,B,2025-02-09T12:12:00,2025-02-09T12:45:10.796283,33.18,0,12.11
R0099,move,B,2025-01-18T03:49:00,2025-01-18T04:16:49.767091,27.83,0,11.35
R0052,pick,A,2025-01-08T05:25:00,2025-01-08T05:49:59.754162,25.0,0,13.48
R0042,move,A,2025-02-23T17:49:00,2025-02-23T18:12:42.188618,23.7,0,11.19
R0083,place,A,2025-02-18T02:27:00,2025-02-18T02:56:13.419209,29.22,0,11.19
R0053,pick,A,2025-01-18T19:57:00,2025-01-18T20:22:12.331152,25.21,0,10.73
R0012,place,B,2025-02-02T11:16:00,2025-02-02T11:38:06.037874,22.1,0,14.34
R0077,pick,B,2025-02-20T07:49:00,2025-02-20T08:14:42.276624,25.7,0,10.0
R0057,move,A,2025-01-15T14:25:00,2025-01-15T15:04:54.465075,39.91,0,8.92
R0093,place,A,2025-02-21T00:03:00,2025-02-21T00:35:50.801752,32.85,0,12.11
R0017,pick,B,2025-01-08T03:02:00,2025-01-08T03:25:44.885161,23.75,0,11.45
R0060,move,A,2025-02-23T23:49:00,2025-02-24T00:27:47.420808,38.79,0,13.12
R0031,move,B,2025-02-03T19:08:00,2025-02-03T19:37:54.049372,29.9,0,8.84
R0069,move,B,2025-01-01T10:26:00,2025-01-01T10:50:24.950233,24.42,0,8.25
R0099,place,A,2025-02-24T00:00:00,2025-02-24T00:30:25.744896,30.43,0,12.09
R0006,pick,B,2025-01-22T20:03:00,2025-01-22T20:27:26.492987,24.44,0,12.95
R0015,place,A,2025-02-21T01:42:00,2025-02-21T02:05:46.945298,23.78,0,10.56
R0094,pick,A,2025-01-15T20:40:00,2025-01-15T21:10:35.537865,30.59,0,9.74
R0036,pick,B,2025-02-16T17:46:00,2025-02-16T18:12:40.479035,26.67,0,9.9
R0047,place,A,2025-01-03T15:17:00,2025-01-03T15:48:18.519131,31.31,0,9.36
R0017,pick,B,2025-01-21T19:17:00,2025-01-21T19:35:59.421511,18.99,0,8.86
R0065,move,A,2025-02-28T20:46:00,2025-02-28T21:20:27.114629,34.45,0,13.62
R0077,pick,A,2025-02-01T19:43:00,2025-02-01T20:08:29.904928,25.5,0,11.87
R0086,pick,A,2025-01-21T19:35:00,2025-01-21T20:05:05.484026,30.09,0,9.26
R0095,place,A,2025-01-31T09:00:00,2025-01-31T09:26:51.500750,26.86,0,11.6
R0082,place,B,2025-01-22T13:49:00,2025-01-22T14:07:16.432505,18.27,0,11.43
R0004,move,A,2025-01-02T03:33:00,2025-01-02T04:17:35.109831,44.59,0,12.96
R0095,move,B,2025-02-18T01:02:00,2025-02-18T01:30:58.885058,28.98,0,12.62
R0031,move,A,2025-02-04T09:46:00,2025-02-04T10:18:07.989207,32.13,0,13.73
R0097,place,A,2025-02-06T10:29:00,2025-02-06T10:49:21.755272,20.36,0,11.23
R0023,place,B,2025-03-08T02:16:00,2025-03-08T02:39:30.876986,23.51,1,7.39
R0083,place,B,2025-03-03T08:12:00,2025-03-03T08:39:21.546402,27.36,0,13.05
R0046,move,A,2025-02-15T16:10:00,2025-02-15T16:37:03.147848,27.05,0,12.65
R0067,place,A,2025-01-29T22:02:00,2025-01-29T22:38:12.731186,36.21,0,11.49
R0059,move,B,2025-02-25T10:10:00,2025-02-25T10:42:44.820951,32.75,0,13.09
R0049,move,A,2025-02-11T16:34:00,2025-02-11T17:05:28.533830,31.48,0,9.59
R0032,move,B,2025-01-24T13:46:00,2025-01-24T14:05:15.270349,19.25,0,9.79
R0026,pick,A,2025-01-16T08:44:00,2025-01-16T09:11:46.444376,27.77,0,11.49
R0026,move,A,2025-01-18T21:14:00,2025-01-18T21:46:56.218016,32.94,0,10.51
R0074,pick,B,2025-01-21T19:19:00,2025-01-21T19:49:46.082091,30.77,0,14.49
R0083,move,A,2025-01-13T08:13:00,2025-01-13T08:42:06.793035,29.11,0,12.39
R0029,place,A,2025-02-06T19:40:00,2025-02-06T20:17:50.303561,37.84,0,13.5
R0050,place,B,2025-01-15T15:31:00,2025-01-15T15:55:46.552317,24.78,0,14.68
R0031,move,B,2025-03-08T05:17:00,2025-03-08T05:45:46.049892,28.77,0,9.97
R0071,move,B,2025-01-13T03:19:00,2025-01-13T03:39:46.527231,20.78,0,9.73
R0001,place,B,2025-02-28T16:35:00,2025-02-28T17:03:34.301527,28.57,0,9.21
R0076,move,A,2025-01-19T11:30:00,2025-01-19T11:55:42.052359,25.7,0,14.6
R0012,move,B,2025-02-15T11:29:00,2025-02-15T11:57:50.445038,28.84,0,8.26
R0034,move,B,2025-03-11T00:02:00,2025-03-11T00:32:58.666758,30.98,0,15.52
R0053,place,B,2025-01-14T03:10:00,2025-01-14T03:29:16.634413,19.28,0,11.45
R0013,place,A,2025-01-30T02:55:00,2025-01-30T03:25:00.463191,30.01,0,16.56
R0033,place,A,2025-01-07T15:04:00,2025-01-07T15:39:01.547732,35.03,0,11.89
R0054,place,B,2025-02-27T01:39:00,2025-02-27T02:10:43.695832,31.73,0,7.46
R0086,place,B,2025-02-07T18:27:00,2025-02-07T18:54:57.372855,27.96,0,9.89
R0057,pick,A,2025-02-07T07:34:00,2025-02-07T08:04:30.972498,30.52,0,8.06
R0047,pick,A,2025-02-10T19:54:00,2025-02-10T20:27:09.582671,33.16,0,12.86
R0014,move,A,2025-01-17T07:49:00,2025-01-17T08:24:12.538236,35.21,0,11.1
R0094,pick,A,2025-02-24T04:34:00,2025-02-24T05:07:21.717891,33.36,0,15.69
R0004,place,B,2025-01-08T01:06:00,2025-01-08T01:32:36.694478,26.61,0,8.51
R0035,place,B,2025-02-13T21:38:00,2025-02-13T22:08:43.661005,30.73,0,10.41
R0011,move,A,2025-01-22T07:54:00,2025-01-22T08:18:48.188518,24.8,0,10.26
R0097,place,A,2025-03-04T16:54:00,2025-03-04T17:16:37.712083,22.63,0,9.93
R0075,place,A,2025-02-11T23:42:00,2025-02-12T00:13:46.458493,31.77,0,12.79
R0094,place,B,2025-01-19T17:20:00,2025-01-19T17:44:29.180059,24.49,0,15.62
R0006,place,B,2025-02-13T02:01:00,2025-02-13T02:29:22.376103,28.37,0,11.78
R0096,place,A,2025-02-03T23:23:00,2025-02-03T23:55:29.813898,32.5,0,10.55
R0087,place,A,2025-02-09T17:56:00,2025-02-09T18:30:26.369646,34.44,0,8.83
R0056,move,B,2025-01-26T18:03:00,2025-01-26T18:25:52.673595,22.88,0,9.76
R0016,place,A,2025-02-20T19:09:00,2025-02-20T19:39:58.239646,30.97,0,9.42
R0068,place,A,2025-02-06T17:20:00,2025-02-06T17:43:56.921463,23.95,0,14.86
R0051,move,A,2025-01-31T17:37:00,2025-01-31T18:13:21.762190,36.36,0,9.35
R0025,pick,A,2025-01-29T11:59:00,2025-01-29T12:24:57.968864,25.97,1,11.85
R0014,place,B,2025-02-27T00:23:00,2025-02-27T00:53:31.590004,30.53,0,10.27
R0067,place,B,2025-03-10T21:36:00,2025-03-10T22:01:22.616946,25.38,0,13.45
R0006,move,A,2025-01-27T08:38:00,2025-01-27T09:04:23.095291,26.38,0,11.37
R0022,place,A,2025-02-03T09:56:00,2025-02-03T10:13:55.965549,17.93,1,12.92
R0031,move,A,2025-02-05T11:56:00,2025-02-05T12:28:30.746497,32.51,0,12.79
R0028,place,A,2025-03-08T12:22:00,2025-03-08T12:53:39.844780,31.66,0,12.4
R0085,move,A,2025-01-03T17:28:00,2025-01-03T17:56:43.072449,28.72,0,13.77
R0093,move,B,2025-01-12T07:14:00,2025-01-12T07:44:29.999170,30.5,0,9.98
R0034,place,B,2025-01-11T23:04:00,2025-01-11T23:30:40.428020,26.67,0,8.76
R0075,place,A,2025-02-10T19:48:00,2025-02-10T20:15:34.367589,27.57,0,9.78
R0062,pick,B,2025-01-15T22:13:00,2025-01-15T22:45:07.392684,32.12,0,16.17
R0022,move,A,2025-03-01T20:49:00,2025-03-01T21:13:05.593511,24.09,0,11.61
R0004,place,A,2025-02-03T16:34:00,2025-02-03T17:02:13.352501,28.22,0,7.89
R0053,move,A,2025-02-28T00:18:00,2025-02-28T00:44:34.494467,26.57,0,15.59
R0033,move,B,2025-02-05T17:37:00,2025-02-05T18:05:33.897225,28.56,1,10.84
R0014,pick,B,2025-03-09T17:25:00,2025-03-09T17:48:03.903840,23.07,0,12.73
R0005,pick,B,2025-02-01T09:19:00,2025-02-01T09:44:38.779084,25.65,0,9.72
R0023,move,B,2025-01-27T04:13:00,2025-01-27T04:43:56.394865,30.94,0,10.82
R0013,pick,A,2025-01-13T12:51:00,2025-01-13T13:16:08.910151,25.15,0,13.48
R0055,pick,A,2025-02-20T05:14:00,2025-02-20T05:44:27.175177,30.45,0,13.51
R0009,place,A,2025-01-31T23:33:00,2025-02-01T00:02:17.642825,29.29,0,17.18
R0055,place,B,2025-02-04T09:40:00,2025-02-04T10:00:44.172390,20.74,0,16.06
R0054,move,A,2025-02-14T08:35:00,2025-02-14T09:01:58.713171,26.98,0,8.86
R0027,move,A,2025-01-08T04:46:00,2025-01-08T05:16:54.840514,30.91,0,14.24
R0023,place,B,2025-02-28T04:59:00,2025-02-28T05:28:43.779283,29.73,0,7.69
R0010,move,B,2025-01-12T00:35:00,2025-01-12T00:55:31.118384,20.52,0,8.21
R0043,place,A,2025-01-27T02:56:00,2025-01-27T03:22:33.063737,26.55,0,9.26
R0052,place,B,2025-02-24T08:13:00,2025-02-24T08:39:38.826109,26.65,0,7.4
R0032,place,A,2025-01-09T02:17:00,2025-01-09T02:45:48.856827,28.81,0,12.66
R0008,place,B,2025-03-08T08:42:00,2025-03-08T09:15:01.994509,33.03,0,11.53
R0066,place,A,2025-02-20T00:47:00,2025-02-20T01:23:46.698569,36.78,0,12.33
R0015,move,B,2025-02-27T20:33:00,2025-02-27T20:55:24.954552,22.42,0,10.4
R0046,pick,A,2025-01-22T04:51:00,2025-01-22T05:17:18.769833,26.31,0,12.05
R0063,pick,B,2025-01-09T19:14:00,2025-01-09T19:32:28.436300,18.47,0,13.69
R0035,pick,A,2025-01-28T05:35:00,2025-01-28T06:08:02.543904,33.04,0,11.88
R0032,place,A,2025-01-26T11:57:00,2025-01-26T12:39:35.614230,42.59,0,15.56
R0026,move,A,2025-02-12T08:18:00,2025-02-12T08:50:31.652327,32.53,0,11.96
R0049,move,A,2025-01-11T21:16:00,2025-01-11T21:44:28.186360,28.47,0,11.24
R0004,place,A,2025-02-05T05:05:00,2025-02-05T05:31:09.678594,26.16,0,10.48
